hhid;Income.1;Income.2;Income.3;Income.4;Income.5;Income.6;Income.7;Income.8;Income.9;Income.10;FamSize.1;FamSize.2;FamSize.3;FamSize.4;FamSize.5;FamSize.6;FamSize.7;FamSize.8;FamSize.9;FamSize.10;college.1;college.2;college.3;college.4;college.5;college.6;college.7;college.8;college.9;college.10;retired.1;retired.2;retired.3;retired.4;retired.5;retired.6;retired.7;retired.8;retired.9;retired.10
2120261;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120279;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120329;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120352;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120360;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120378;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120386;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120436;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2120535;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2120816;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2120857;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120956;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2120964;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121095;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121277;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121327;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2121376;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121384;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121400;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2121590;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2121822;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2121848;130;130;130;130;130;130;130;130;130;130;7;7;7;7;7;7;7;7;7;7;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2121939;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2122010;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2122150;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2122564;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2122838;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123000;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2123075;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123083;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2123091;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123133;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2123158;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123190;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123208;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123216;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123257;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123356;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123398;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2123422;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2123430;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123554;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2123661;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123844;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2123968;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2124057;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2124099;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2124115;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2124164;87.5;87.5;87.5;87.5;87.5;87.5;87.5;87.5;87.5;87.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2124248;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2124420;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2124594;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2124750;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2124891;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125005;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125047;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125302;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125310;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125385;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125401;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125518;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125658;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2125682;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125708;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125765;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2125963;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2126078;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126086;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126110;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2126136;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2126177;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126342;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2126391;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2126458;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126490;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126508;55;55;55;55;55;55;55;55;55;55;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126722;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126789;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2126888;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2127019;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2127076;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127167;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127175;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2127258;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;67.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127456;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2127498;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127571;130;130;130;130;130;130;130;130;130;130;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2127761;55;55;55;55;55;55;55;55;55;55;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2127886;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2127936;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128066;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128074;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2128082;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2128231;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128280;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2128389;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128397;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128421;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128520;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128546;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2128629;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2128744;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2128801;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2128850;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
