hhid;Income.1;Income.2;Income.3;Income.4;Income.5;Income.6;Income.7;Income.8;Income.9;Income.10;FamSize.1;FamSize.2;FamSize.3;FamSize.4;FamSize.5;FamSize.6;FamSize.7;FamSize.8;FamSize.9;FamSize.10;college.1;college.2;college.3;college.4;college.5;college.6;college.7;college.8;college.9;college.10;retired.1;retired.2;retired.3;retired.4;retired.5;retired.6;retired.7;retired.8;retired.9;retired.10
2128926;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2129015;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2129056;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2129155;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2129239;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2129346;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2129379;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2129551;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2129569;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2129767;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2129833;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2130088;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2130112;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2130229;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2130302;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2130419;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2130674;55;55;55;55;55;55;55;55;55;55;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2130849;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2131136;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2131201;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2131250;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131292;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131318;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2131466;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131557;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131623;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2131631;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131664;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2131813;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2131961;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132035;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132068;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132134;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132241;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132340;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132472;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132738;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2132795;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133058;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133132;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133231;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2133272;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2133298;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2133330;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2133496;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2133645;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133702;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133793;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2133843;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2133868;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2133983;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134015;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134114;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2134130;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134254;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;47.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2134304;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2134346;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134577;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134676;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134742;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2134874;55;55;55;55;55;55;55;55;55;55;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2134890;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135186;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135251;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135442;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135525;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135566;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2135608;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135749;55;55;55;55;55;55;55;55;55;55;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2135863;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2135962;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2135988;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136051;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2136143;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136176;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2136267;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136275;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2136283;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136341;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136390;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136473;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2136531;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2136689;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136739;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136770;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136937;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2136960;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2137059;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2137349;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2137539;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2137604;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2137620;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2137661;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2137760;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;17.5;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2137935;55;55;55;55;55;55;55;55;55;55;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138065;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138149;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;12.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2138198;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138420;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138487;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;42.5;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138594;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;27.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2138636;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;32.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138800;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;22.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2138826;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
